Assignment Week,Source ID,Canonical Source ID,Title,Provider,Resource Type,Original Role,Disposition,Instructional Week,Lesson,Section ID,Section Label,Relationship,Requirement,Inline,Exact Backlink,Context Framing,Post-Resource Action,Duplicate Status,Final Audit Result,Reason
18,adiMixedSignalGrounding,adiMixedSignalGrounding,Successful PCB Grounding with Mixed-Signal Chips — Follow the Path of Least Impedance,Analog Devices,Semiconductor-vendor grounding tutorial,Required · Ground/reference and return-path teaching,RETAINED + INTEGRATED,18,CETa,concept-4,"Signal levels, connectors, grounding, mismatch, and conflict symptoms",Used in,required,YES,learn.html?week=18&stage=ceta-lesson&lesson=0&section=concept-4&from=media&mediaWeek=18&media=adiMixedSignalGrounding,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Trace where current actually returns; do not assume every node labelled GND is automatically an ideal/common zero-impedance reference.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
18,digiKeyDatasheet,digiKeyDatasheet,How To Read A Datasheet — Electronics with Becky Stern,DigiKey Electronics,Industry instructional video,Required · Sensor/peripheral datasheet workflow,RETAINED + INTEGRATED,18,Career,career-w18-translate-one-i2c-datasheet-into-a-wiring-and-transaction-contract,Translate one I²C datasheet into a wiring and transaction contract,Lab preparation for,required,YES,learn.html?week=18&stage=career-lesson&lesson=1&section=career-w18-translate-one-i2c-datasheet-into-a-wiring-and-transaction-contract&from=media&mediaWeek=18&media=digiKeyDatasheet,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Cite the exact register/scale equation used to turn raw bytes into engineering units.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
18,molexConnectorFundamentals,molexConnectorFundamentals,"Connector Fundamentals — Gender, Polarization, Keying, Coding, and Mis-Mating Prevention",Molex,Connector-manufacturer engineering tutorial,Required · Connector compatibility/mis-mating teaching,RETAINED + INTEGRATED,18,CETa,concept-4,"Signal levels, connectors, grounding, mismatch, and conflict symptoms",Taught in,required,YES,learn.html?week=18&stage=ceta-lesson&lesson=0&section=concept-4&from=media&mediaWeek=18&media=molexConnectorFundamentals,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Verify pinout, orientation, mating family, power/ground assignment and mechanical keying before energizing an unfamiliar interface.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
18,saleaeI2cGuide,saleaeI2cGuide,I2C Analyzer — User Guide,Saleae,Manufacturer protocol-analyzer guide,Required · I2C analyzer reference,RETAINED + INTEGRATED,18,Career,career-w18-learn-the-logic-analyzer-on-that-known-good-i2c-transaction,Learn the logic analyzer on that known-good I²C transaction,Used in,required,YES,learn.html?week=18&stage=career-lesson&lesson=1&section=career-w18-learn-the-logic-analyzer-on-that-known-good-i2c-transaction&from=media&mediaWeek=18&media=saleaeI2cGuide,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Inspect raw waveform whenever decode conflicts with the datasheet transaction.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
18,saleaeLearnI2c,saleaeLearnI2c,Learn I2C — Inter-Integrated Circuit,Saleae,Manufacturer protocol teaching guide,Required · I2C teaching guide,RETAINED + INTEGRATED,18,CETa,concept-7,I2C uses shared open-drain lines and addressing,Used in,required,YES,learn.html?week=18&stage=ceta-lesson&lesson=0&section=concept-7&from=media&mediaWeek=18&media=saleaeLearnI2c,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Explain why pull-ups are required and identify address/data/ACK phases in a raw transaction.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
18,saleaeLearnSpi,saleaeLearnSpi,Learn SPI — Serial Peripheral Interface,Saleae,Manufacturer protocol teaching guide,Required · SPI teaching guide,RETAINED + INTEGRATED,18,Career,career-w18-only-now-generalize-the-model-to-spi,Only now generalize the model to SPI,Used in,required,YES,learn.html?week=18&stage=career-lesson&lesson=1&section=career-w18-only-now-generalize-the-model-to-spi&from=media&mediaWeek=18&media=saleaeLearnSpi,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Determine which edge samples data and verify mode against the peripheral datasheet.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
18,saleaeSpiGuide,saleaeSpiGuide,SPI Analyzer — User Guide,Saleae,Manufacturer protocol-analyzer guide,Required · SPI analyzer reference,RETAINED + INTEGRATED,18,Career,career-w18-run-one-small-spi-comparison-transaction,Run one small SPI comparison transaction,Used in,required,YES,learn.html?week=18&stage=career-lesson&lesson=1&section=career-w18-run-one-small-spi-comparison-transaction&from=media&mediaWeek=18&media=saleaeSpiGuide,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: If bytes are wrong, verify alignment and CPOL/CPHA against raw edges.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
18,saleaeStm32I2c,saleaeStm32I2c,STM32 Nucleo Board — Analyzing I2C,Saleae,Manufacturer hands-on tutorial,Required · STM32 I2C sensor application,RETAINED + INTEGRATED,18,Career,career-w18-i-do-prove-an-i2c-identity-register-read-end-to-end,I DO: prove an I²C identity-register read end to end,Taught in,required,YES,learn.html?week=18&stage=career-lesson&lesson=1&section=career-w18-i-do-prove-an-i2c-identity-register-read-end-to-end&from=media&mediaWeek=18&media=saleaeStm32I2c,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Correlate raw bytes with device-register intent and measured sensor change.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
18,saleaeStm32Spi,saleaeStm32Spi,STM32 Nucleo Board — Analyzing SPI,Saleae,Manufacturer hands-on tutorial,Required · STM32 SPI application,RETAINED + INTEGRATED,18,Career,career-w18-run-one-small-spi-comparison-transaction,Run one small SPI comparison transaction,Taught in,required,YES,learn.html?week=18&stage=career-lesson&lesson=1&section=career-w18-run-one-small-spi-comparison-transaction&from=media&mediaWeek=18&media=saleaeStm32Spi,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Correlate transfers with chip select and raw clock/data edges.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
18,silabsZigbeeBootcamp,silabsZigbeeBootcamp,"Zigbee Software Boot Camp — Forming, Joining, Commands, Events, and Persistence",Silicon Labs,Beginner hands-on wireless training series,Required · Zigbee applied training sequence,RETAINED + INTEGRATED,18,CETa,concept-5,"USB, I2C, and Zigbee interfaces",Taught in,required,YES,learn.html?week=18&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=18&media=silabsZigbeeBootcamp,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Connect abstract network roles to observable commissioning/message/event behavior rather than memorizing terminology only.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
18,silabsZigbeeFundamentals,silabsZigbeeFundamentals,"Zigbee Fundamentals — Architecture, Device Roles, Networking, Security, and Applications",Silicon Labs,Wireless-vendor fundamentals curriculum,Required · Zigbee architecture/fundamentals,RETAINED + INTEGRATED,18,CETa,concept-5,"USB, I2C, and Zigbee interfaces",Taught in,required,YES,learn.html?week=18&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=18&media=silabsZigbeeFundamentals,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Identify coordinator/router/end-device roles and separate PHY/MAC/network/application-layer responsibilities at technician depth.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
18,stUsbTraining,stUsbTraining,"STM32 USB Training — Device/Host, Transfers, Electrical Requirements, Classes, and Hands-On",STMicroelectronics,Manufacturer 10-hour MOOC with videos and exercises,Required · USB theory + STM32 implementation MOOC,RETAINED + INTEGRATED,18,CETa,concept-5,"USB, I2C, and Zigbee interfaces",Used in,required,YES,learn.html?week=18&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=18&media=stUsbTraining,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Separate host/device role, bus power/electrical constraints, enumeration/class behavior and application payload; do not treat USB as 'UART with a different plug.'",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
18,tiLogicTranslation,tiLogicTranslation,Logic and Voltage Translation Training,Texas Instruments,Manufacturer logic-interface video series,Required · Signal-level compatibility teaching,RETAINED + INTEGRATED,18,CETa,concept-4,"Signal levels, connectors, grounding, mismatch, and conflict symptoms",Taught in,required,YES,learn.html?week=18&stage=ceta-lesson&lesson=0&section=concept-4&from=media&mediaWeek=18&media=tiLogicTranslation,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Check VIH/VIL/VOH/VOL, directionality, pull-ups/open-drain behavior and supply domains before connecting two digital devices.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
